,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect
52819,b0203,A month in Australia would finish me.,5400,Female,Youth,Indian English
52820,b0207,"I'm as good as a man, she urged.",5400,Female,Youth,Indian English
52911,b0403,"Knowing him, I review the old Scandinavian myths with clearer understanding.",5410,Female,Youth,Indian English
52912,b0402,An altruistic act is an act performed for the welfare of others.,5410,Female,Youth,Indian English
52913,b0397,The hunters were still arguing and roaring like some semi-human amphibious breed.,5410,Female,Youth,Indian English
52914,b0396,The pain from my hurt knee was agonizing.,5410,Female,Youth,Indian English
52915,b0395,"I was beneath the water, suffocating and drowning.",5410,Female,Youth,Indian English
52916,b0401,I learned it myself in English ships.,5410,Female,Youth,Indian English
52917,b0400,How could I answer the question on the spur of the moment.,5410,Female,Youth,Indian English
52918,b0399,"You were looking squeamish this afternoon, he began.",5410,Female,Youth,Indian English
52919,b0394,"The boy hesitated, then mastered his temper.",5410,Female,Youth,Indian English
52920,b0398,"I have been robbed, sir, I amended.",5410,Female,Youth,Indian English
53070,a0484,No-sir-ee.,5426,Female,Adult,American English
53071,a0485,Each insult added to the value of the claim.,5426,Female,Adult,American English
53072,a0481,"Nimrod replied, with a slight manifestation of sensitiveness.",5426,Female,Adult,American English
53073,a0482,And their chief virtue lies in that they will never wear out.,5426,Female,Adult,American English
53074,a0480,Tom Spink has a harpoon.,5426,Female,Adult,American English
53075,a0483,"Beyond dispute, Corry Hutchinson had married Mabel Holmes.",5426,Female,Adult,American English
53076,b0462,"One guess will do, Ernest retorted.",5427,Female,Adult,American English
53077,b0464,I could not agree with Ernest.,5427,Female,Adult,American English
53078,b0463,Take my advice and accept the vacation.,5427,Female,Adult,American English
53079,b0465,But such divergence of opinion would constitute no menace to society.,5427,Female,Adult,American English
53080,b0315,And this was their sole conversation throughout the meal.,5428,Female,Adult,American English
53081,b0307,"We got few vegetables and fruits, and became fish eaters.",5428,Female,Adult,American English
53082,b0308,We never made another migration.,5428,Female,Adult,American English
53083,b0309,Nor was Elam Harnish an exception.,5428,Female,Adult,American English
53084,b0310,"A little treatment, massage, with some help from the doctor.",5428,Female,Adult,American English
53085,b0311,The twenty ninth very foggy.,5428,Female,Adult,American English
53086,b0312,"Dig in; you're sure good, was Daylight's answer.",5428,Female,Adult,American English
53087,b0313,The apron string loomed near and he shied like an unbroken colt.,5428,Female,Adult,American English
53088,b0314,He had been born with this endowment.,5428,Female,Adult,American English
53089,b0316,"Though the aurora still flamed, another day had begun.",5428,Female,Adult,American English
53090,a0206,He says he bought him of Jacques Le Beau.,5429,Female,Adult,American English
53091,a0202,"She turned, fearing that Jacques might see what was in her face.",5429,Female,Adult,American English
53092,a0207,How much was it.,5429,Female,Adult,American English
53093,a0203,They were following the shore of a lake.,5429,Female,Adult,American English
53094,a0205,From now on we're pals.,5429,Female,Adult,American English
53095,a0201,"He cried, and swung the club wildly.",5429,Female,Adult,American English
53096,a0199,Thus had the raw wilderness prepared him for this day.,5429,Female,Adult,American English
53097,a0200,"He leapt again, and the club caught him once more.",5429,Female,Adult,American English
53098,a0198,Sometimes her dreams were filled with visions.,5429,Female,Adult,American English
53099,a0204,The wolf-dog thrust his gaunt muzzle toward him.,5429,Female,Adult,American English
53100,a0281,I do not blame you for anything; remember that.,5430,Female,Adult,American English
53101,a0282,If you mean to insinuate -- Brentwood began hotly.,5430,Female,Adult,American English
53102,a0290,One by one the boys were captured.,5430,Female,Adult,American English
53103,a0283,"The woman in you is only incidental, accidental, and irrelevant.",5430,Female,Adult,American English
53104,a0284,There was no forecasting this strange girl's processes.,5430,Female,Adult,American English
53105,a0289,"They are not regular oyster pirates, Nicholas continued.",5430,Female,Adult,American English
53106,a0286,Give them their choice between a fine or an official whipping.,5430,Female,Adult,American English
53107,a0287,Keep an eye on him.,5430,Female,Adult,American English
53108,a0288,"Those are my oysters, he said at last.",5430,Female,Adult,American English
53109,a0285,But what they want with your toothbrush is more than I can imagine.,5430,Female,Adult,American English
53110,a0154,"He was smooth-shaven, and his hair and eyes were black.",5431,Female,Adult,Other
53111,a0155,"Won't you draw up, gentlemen.",5431,Female,Adult,Other
53112,a0150,"Goodbye, Pierre, he shouted.",5431,Female,Adult,Other
53113,a0149,For an instant he saw Pierre drawn like a silhouette against the sky.,5431,Female,Adult,Other
53114,a0148,Now these things had been struck dead within him.,5431,Female,Adult,Other
53115,a0147,A moment before he was intoxicated by a joy that was almost madness.,5431,Female,Adult,Other
53116,a0153,MacDougall tapped his forehead suspiciously with a stubby forefinger.,5431,Female,Adult,Other
53117,a0151,"And MacDougall was beyond the trail, with three weeks to spare.",5431,Female,Adult,Other
53118,a0152,Philip thrust himself against it and entered.,5431,Female,Adult,Other
53119,a0146,"Of course, that is uninteresting, she continued.",5431,Female,Adult,Other
53230,b0274,From the source of light a harsh voice said.,5443,Female,Adult,American English
53231,b0273,Then it was that a strange thing happened.,5443,Female,Adult,American English
53232,b0272,These were merely stout sticks an inch or so in diameter.,5443,Female,Adult,American English
53233,b0275,But I did not enjoy it long.,5443,Female,Adult,American English
53234,b0276,We were now good friends.,5443,Female,Adult,American English
53235,b0277,Two of the Folk were already up.,5443,Female,Adult,American English
53236,b0268,"Saxon nodded, and the boy frowned.",5443,Female,Adult,American English
53237,b0271,"It was put together in a casual, helter-skelter sort of way.",5443,Female,Adult,American English
53238,b0270,We could throw stones with our feet.,5443,Female,Adult,American English
53239,b0269,Why not like any railroad station or ferry depot.,5443,Female,Adult,American English
53240,b0187,Her achievements with cocoanuts were a revelation.,5444,Female,Adult,American English
53241,b0186,"I can't go elsewhere, by your own account.",5444,Female,Adult,American English
53242,b0188,"He glanced down at her helplessly, and moistened his lips.",5444,Female,Adult,American English
53243,b0189,That is what distinguishes all of us from the lower animals.,5444,Female,Adult,American English
53244,b0190,"Idealism led him to philosophic anarchy, and his family threw him off.",5444,Female,Adult,American English
53245,b0191,He also contended that better confidence was established by carrying no weapons.,5444,Female,Adult,American English
53246,b0192,"Outsiders are allowed five minute speeches, the sick man urged.",5444,Female,Adult,American English
53247,b0193,So was Packard's finish suicide.,5444,Female,Adult,American English
53248,b0194,"Joan cried, with shining eyes.",5444,Female,Adult,American English
53249,b0195,Nobody knows how the natives got them.,5444,Female,Adult,American English
53250,b0203,A month in Australia would finish me.,5445,Female,Adult,American English
53251,b0196,"How can you manage all alone, Mr Young.",5445,Female,Adult,American English
53252,b0197,The planters are already considering the matter.,5445,Female,Adult,American English
53253,b0198,I use great trouble advisedly.,5445,Female,Adult,American English
53254,b0199,"Dear Sir, Your second victim has fallen on schedule time.",5445,Female,Adult,American English
53255,b0200,We leave the eventuality to time and law.,5445,Female,Adult,American English
53256,b0201,I also understand that similar branch organizations have made their appearance in Europe.,5445,Female,Adult,American English
53257,b0204,Down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods.,5445,Female,Adult,American English
53258,b0202,Society is shaken to its foundations.,5445,Female,Adult,American English
53259,b0195,Nobody knows how the natives got them.,5445,Female,Adult,American English
53290,b0079,The truth of it set Jeanne quivering.,5449,Female,Adult,American English
53291,b0078,"There was pride and strength, the ring of triumph in his voice.",5449,Female,Adult,American English
53292,b0077,It is the nearest refuge.,5449,Female,Adult,American English
53293,b0076,Before Philip could recover himself Jeanne's startled guards were upon him.,5449,Female,Adult,American English
53294,b0075,"In that case he could not miss them, if he used caution.",5449,Female,Adult,American English
53295,b0074,"Yet, behind them there was another and more powerful motive.",5449,Female,Adult,American English
53296,b0072,"Then he hastened on, as Pierre had guided him.",5449,Female,Adult,American English
53297,b0073,With these arguments he convinced himself that he should go on alone.,5449,Female,Adult,American English
53298,b0080,Tomorrow it will be strong enough for you to stand upon.,5449,Female,Adult,American English
53299,b0081,You were going to leave after you saw me on the rock.,5449,Female,Adult,American English
53888,b0457,It was sanctification and salvation.,5507,Female,Adult,European English
53889,b0460,"The more his opponents grew excited, the more Ernest deliberately excited them.",5507,Female,Adult,European English
53890,b0458,"The history of the eighteenth century is written, Ernest prompted.",5507,Female,Adult,European English
